iso_issued,issued,iso_expired,expired,eventid,phenomena,significance,hvtec_nwsli,wfo,ugc,name,ph_name,sig_name,url
2016-07-25T16:00:00Z,2016-07-25 16:00,2016-07-26T00:00:00Z,2016-07-26 00:00,4,HT,Y,,RAH,NCZ025,Heat Advisory,Heat,Advisory,/vtec/#2016-O-NEW-KRAH-HT-Y-0004
2016-07-26T16:00:00Z,2016-07-26 16:00,2016-07-27T00:00:00Z,2016-07-27 00:00,5,HT,Y,,RAH,NCZ025,Heat Advisory,Heat,Advisory,/vtec/#2016-O-NEW-KRAH-HT-Y-0005
2016-07-27T16:00:00Z,2016-07-27 16:00,2016-07-28T00:00:00Z,2016-07-28 00:00,6,HT,Y,,RAH,NCZ025,Heat Advisory,Heat,Advisory,/vtec/#2016-O-NEW-KRAH-HT-Y-0006
2016-07-28T16:00:00Z,2016-07-28 16:00,2016-07-29T00:00:00Z,2016-07-29 00:00,7,HT,Y,,RAH,NCZ025,Heat Advisory,Heat,Advisory,/vtec/#2016-O-NEW-KRAH-HT-Y-0007
2016-08-15T16:00:00Z,2016-08-15 16:00,2016-08-15T23:57:00Z,2016-08-15 23:57,11,HT,Y,,RAH,NCZ025,Heat Advisory,Heat,Advisory,/vtec/#2016-O-NEW-KRAH-HT-Y-0011
2016-09-02T18:00:00Z,2016-09-02 18:00,2016-09-03T05:34:00Z,2016-09-03 05:34,3,FF,A,00000,RAH,NCZ025,Flash Flood Watch,Flash Flood,Watch,/vtec/#2016-O-NEW-KRAH-FF-A-0003
2016-09-18T09:21:00Z,2016-09-18 09:21,2016-09-18T13:00:00Z,2016-09-18 13:00,4,FG,Y,,RAH,NCZ025,Dense Fog Advisory,Dense Fog,Advisory,/vtec/#2016-O-NEW-KRAH-FG-Y-0004
2016-10-01T10:29:00Z,2016-10-01 10:29,2016-10-01T13:00:00Z,2016-10-01 13:00,5,FG,Y,,RAH,NCZ025,Dense Fog Advisory,Dense Fog,Advisory,/vtec/#2016-O-NEW-KRAH-FG-Y-0005
2016-10-08T06:39:00Z,2016-10-08 06:39,2016-10-09T06:38:00Z,2016-10-09 06:38,5,FF,A,00000,RAH,NCZ025,Flash Flood Watch,Flash Flood,Watch,/vtec/#2016-O-NEW-KRAH-FF-A-0005
2016-10-08T22:11:00Z,2016-10-08 22:11,2016-10-09T22:00:00Z,2016-10-09 22:00,5,WI,Y,,RAH,NCZ025,Wind Advisory,Wind,Advisory,/vtec/#2016-O-NEW-KRAH-WI-Y-0005
2016-11-08T08:00:00Z,2016-11-08 08:00,2016-11-08T14:00:00Z,2016-11-08 14:00,2,FR,Y,,RAH,NCZ025,Frost Advisory,Frost,Advisory,/vtec/#2016-O-NEW-KRAH-FR-Y-0002
2016-11-13T05:00:00Z,2016-11-13 05:00,2016-11-13T14:00:00Z,2016-11-13 14:00,3,FZ,W,,RAH,NCZ025,Freeze Warning,Freeze,Warning,/vtec/#2016-O-NEW-KRAH-FZ-W-0003
2016-11-13T05:00:00Z,2016-11-13 05:00,2016-11-12T18:55:00Z,2016-11-12 18:55,3,FZ,A,,RAH,NCZ025,Freeze Watch,Freeze,Watch,/vtec/#2016-O-NEW-KRAH-FZ-A-0003
2016-12-17T00:00:00Z,2016-12-17 00:00,2016-12-17T14:00:00Z,2016-12-17 14:00,1,ZR,Y,,RAH,NCZ025,Freezing Rain Advisory,Freezing Rain,Advisory,/vtec/#2016-O-NEW-KRAH-ZR-Y-0001
2017-01-07T00:00:00Z,2017-01-07 00:00,2017-01-05T20:42:00Z,2017-01-05 20:42,1,WS,A,,RAH,NCZ025,Winter Storm Watch,Winter Storm,Watch,/vtec/#2017-O-NEW-KRAH-WS-A-0001
2017-01-07T00:00:00Z,2017-01-07 00:00,2017-01-07T20:17:00Z,2017-01-07 20:17,1,WS,W,,RAH,NCZ025,Winter Storm Warning,Winter Storm,Warning,/vtec/#2017-O-NEW-KRAH-WS-W-0001
2017-01-07T20:17:00Z,2017-01-07 20:17,2017-01-10T16:58:00Z,2017-01-10 16:58,2,WW,Y,,RAH,NCZ025,Winter Weather Advisory,Winter Weather,Advisory,/vtec/#2017-O-NEW-KRAH-WW-Y-0002
2017-01-08T09:02:00Z,2017-01-08 09:02,2017-01-08T14:52:00Z,2017-01-08 14:52,1,WC,Y,,RAH,NCZ025,Wind Chill Advisory,Wind Chill,Advisory,/vtec/#2017-O-NEW-KRAH-WC-Y-0001
2017-01-21T05:17:00Z,2017-01-21 05:17,2017-01-21T15:00:00Z,2017-01-21 15:00,2,FG,Y,,RAH,NCZ025,Dense Fog Advisory,Dense Fog,Advisory,/vtec/#2017-O-NEW-KRAH-FG-Y-0002
2017-01-22T03:54:00Z,2017-01-22 03:54,2017-01-22T11:21:00Z,2017-01-22 11:21,4,FG,Y,,RAH,NCZ025,Dense Fog Advisory,Dense Fog,Advisory,/vtec/#2017-O-NEW-KRAH-FG-Y-0004
2017-04-06T12:00:00Z,2017-04-06 12:00,2017-04-07T02:14:00Z,2017-04-07 02:14,1,WI,Y,,RAH,NCZ025,Wind Advisory,Wind,Advisory,/vtec/#2017-O-NEW-KRAH-WI-Y-0001
2017-04-07T12:00:00Z,2017-04-07 12:00,2017-04-07T22:00:00Z,2017-04-07 22:00,2,WI,Y,,RAH,NCZ025,Wind Advisory,Wind,Advisory,/vtec/#2017-O-NEW-KRAH-WI-Y-0002
2017-04-08T06:00:00Z,2017-04-08 06:00,2017-04-08T13:00:00Z,2017-04-08 13:00,1,FR,Y,,RAH,NCZ025,Frost Advisory,Frost,Advisory,/vtec/#2017-O-NEW-KRAH-FR-Y-0001
2017-04-20T07:53:00Z,2017-04-20 07:53,2017-04-20T12:58:00Z,2017-04-20 12:58,5,FG,Y,,RAH,NCZ025,Dense Fog Advisory,Dense Fog,Advisory,/vtec/#2017-O-NEW-KRAH-FG-Y-0005
2017-04-23T04:00:00Z,2017-04-23 04:00,2017-04-25T12:00:00Z,2017-04-25 12:00,1,FA,A,00000,RAH,NCZ025,Flood Watch,Flood,Watch,/vtec/#2017-O-NEW-KRAH-FA-A-0001
2017-05-23T09:00:00Z,2017-05-23 09:00,2017-05-25T00:52:00Z,2017-05-25 00:52,2,FA,A,00000,RAH,NCZ025,Flood Watch,Flood,Watch,/vtec/#2017-O-NEW-KRAH-FA-A-0002
2017-07-21T16:00:00Z,2017-07-21 16:00,2017-07-22T00:00:00Z,2017-07-22 00:00,5,HT,Y,,RAH,NCZ025,Heat Advisory,Heat,Advisory,/vtec/#2017-O-NEW-KRAH-HT-Y-0005
2017-07-22T15:00:00Z,2017-07-22 15:00,2017-07-23T23:00:00Z,2017-07-23 23:00,6,HT,Y,,RAH,NCZ025,Heat Advisory,Heat,Advisory,/vtec/#2017-O-NEW-KRAH-HT-Y-0006
2017-08-18T16:00:00Z,2017-08-18 16:00,2017-08-18T22:00:00Z,2017-08-18 22:00,8,HT,Y,,RAH,NCZ025,Heat Advisory,Heat,Advisory,/vtec/#2017-O-NEW-KRAH-HT-Y-0008
2017-10-15T09:21:00Z,2017-10-15 09:21,2017-10-15T15:00:00Z,2017-10-15 15:00,7,FG,Y,,RAH,NCZ025,Dense Fog Advisory,Dense Fog,Advisory,/vtec/#2017-O-NEW-KRAH-FG-Y-0007
2017-11-06T08:00:00Z,2017-11-06 08:00,2017-11-06T14:00:00Z,2017-11-06 14:00,8,FG,Y,,RAH,NCZ025,Dense Fog Advisory,Dense Fog,Advisory,/vtec/#2017-O-NEW-KRAH-FG-Y-0008
2017-11-11T05:00:00Z,2017-11-11 05:00,2017-11-11T14:00:00Z,2017-11-11 14:00,2,FZ,W,,RAH,NCZ025,Freeze Warning,Freeze,Warning,/vtec/#2017-O-NEW-KRAH-FZ-W-0002
2017-11-11T05:00:00Z,2017-11-11 05:00,2017-11-10T07:30:00Z,2017-11-10 07:30,1,FZ,A,,RAH,NCZ025,Freeze Watch,Freeze,Watch,/vtec/#2017-O-NEW-KRAH-FZ-A-0001
2017-12-05T14:00:00Z,2017-12-05 14:00,2017-12-05T16:00:00Z,2017-12-05 16:00,9,FG,Y,,RAH,NCZ025,Dense Fog Advisory,Dense Fog,Advisory,/vtec/#2017-O-NEW-KRAH-FG-Y-0009
2017-12-08T14:00:00Z,2017-12-08 14:00,2017-12-09T20:24:00Z,2017-12-09 20:24,4,WW,Y,,RAH,NCZ025,Winter Weather Advisory,Winter Weather,Advisory,/vtec/#2017-O-NEW-KRAH-WW-Y-0004
2017-12-10T03:00:00Z,2017-12-10 03:00,2017-12-10T15:00:00Z,2017-12-10 15:00,5,WW,Y,,RAH,NCZ025,Winter Weather Advisory,Winter Weather,Advisory,/vtec/#2017-O-NEW-KRAH-WW-Y-0005
2018-01-02T05:00:00Z,2018-01-02 05:00,2018-01-02T14:00:00Z,2018-01-02 14:00,1,WC,Y,,RAH,NCZ025,Wind Chill Advisory,Wind Chill,Advisory,/vtec/#2018-O-NEW-KRAH-WC-Y-0001
2018-01-03T21:46:00Z,2018-01-03 21:46,2018-01-06T14:59:00Z,2018-01-06 14:59,1,WW,Y,,RAH,NCZ025,Winter Weather Advisory,Winter Weather,Advisory,/vtec/#2018-O-NEW-KRAH-WW-Y-0001
2018-01-05T01:00:00Z,2018-01-05 01:00,2018-01-05T14:55:00Z,2018-01-05 14:55,2,WC,Y,,RAH,NCZ025,Wind Chill Advisory,Wind Chill,Advisory,/vtec/#2018-O-NEW-KRAH-WC-Y-0002
2018-01-06T01:00:00Z,2018-01-06 01:00,2018-01-06T14:59:00Z,2018-01-06 14:59,3,WC,Y,,RAH,NCZ025,Wind Chill Advisory,Wind Chill,Advisory,/vtec/#2018-O-NEW-KRAH-WC-Y-0003
2018-01-17T04:00:00Z,2018-01-17 04:00,2018-01-16T19:50:00Z,2018-01-16 19:50,3,WW,Y,,RAH,NCZ025,Winter Weather Advisory,Winter Weather,Advisory,/vtec/#2018-O-NEW-KRAH-WW-Y-0003
2018-01-17T04:00:00Z,2018-01-17 04:00,2018-01-18T01:57:00Z,2018-01-18 01:57,2,WS,W,,RAH,NCZ025,Winter Storm Warning,Winter Storm,Warning,/vtec/#2018-O-NEW-KRAH-WS-W-0002
2018-01-18T02:00:00Z,2018-01-18 02:00,2018-01-19T16:36:00Z,2018-01-19 16:36,3,WW,Y,,RAH,NCZ025,Winter Weather Advisory,Winter Weather,Advisory,/vtec/#2018-O-NEW-KRAH-WW-Y-0003
2018-01-23T17:05:00Z,2018-01-23 17:05,2018-01-23T23:00:00Z,2018-01-23 23:00,1,WI,Y,,RAH,NCZ025,Wind Advisory,Wind,Advisory,/vtec/#2018-O-NEW-KRAH-WI-Y-0001
2018-02-20T04:00:00Z,2018-02-20 04:00,2018-02-20T16:33:00Z,2018-02-20 16:33,1,FG,Y,,RAH,NCZ025,Dense Fog Advisory,Dense Fog,Advisory,/vtec/#2018-O-NEW-KRAH-FG-Y-0001
2018-03-02T09:00:00Z,2018-03-02 09:00,2018-03-03T02:11:00Z,2018-03-03 02:11,1,HW,W,,RAH,NCZ025,High Wind Warning,High Wind,Warning,/vtec/#2018-O-NEW-KRAH-HW-W-0001
2018-03-02T12:00:00Z,2018-03-02 12:00,2018-03-02T08:52:00Z,2018-03-02 08:52,2,WI,Y,,RAH,NCZ025,Wind Advisory,Wind,Advisory,/vtec/#2018-O-NEW-KRAH-WI-Y-0002
2018-03-12T16:00:00Z,2018-03-12 16:00,2018-03-13T02:00:00Z,2018-03-13 02:00,5,WW,Y,,RAH,NCZ025,Winter Weather Advisory,Winter Weather,Advisory,/vtec/#2018-O-NEW-KRAH-WW-Y-0005
2018-03-13T07:18:00Z,2018-03-13 07:18,2018-03-13T14:00:00Z,2018-03-13 14:00,5,WW,Y,,RAH,NCZ025,Winter Weather Advisory,Winter Weather,Advisory,/vtec/#2018-O-NEW-KRAH-WW-Y-0005
2018-03-15T13:14:00Z,2018-03-15 13:14,2018-03-15T23:00:00Z,2018-03-15 23:00,1,FW,W,,RAH,NCZ025,Red Flag Warning,Red Flag,Warning,/vtec/#2018-O-NEW-KRAH-FW-W-0001
2018-03-21T05:00:00Z,2018-03-21 05:00,2018-03-21T15:00:00Z,2018-03-21 15:00,6,WW,Y,,RAH,NCZ025,Winter Weather Advisory,Winter Weather,Advisory,/vtec/#2018-O-NEW-KRAH-WW-Y-0006
2018-03-25T00:00:00Z,2018-03-25 00:00,2018-03-25T08:01:00Z,2018-03-25 08:01,7,WW,Y,,RAH,NCZ025,Winter Weather Advisory,Winter Weather,Advisory,/vtec/#2018-O-NEW-KRAH-WW-Y-0007
2018-04-05T09:00:00Z,2018-04-05 09:00,2018-04-05T12:06:00Z,2018-04-05 12:06,1,FZ,W,,RAH,NCZ025,Freeze Warning,Freeze,Warning,/vtec/#2018-O-NEW-KRAH-FZ-W-0001
2018-04-06T08:00:00Z,2018-04-06 08:00,2018-04-06T10:53:00Z,2018-04-06 10:53,1,FR,Y,,RAH,NCZ025,Frost Advisory,Frost,Advisory,/vtec/#2018-O-NEW-KRAH-FR-Y-0001
2018-04-08T09:00:00Z,2018-04-08 09:00,2018-04-08T13:00:00Z,2018-04-08 13:00,2,FZ,W,,RAH,NCZ025,Freeze Warning,Freeze,Warning,/vtec/#2018-O-NEW-KRAH-FZ-W-0002
2018-04-16T00:43:00Z,2018-04-16 00:43,2018-04-16T05:47:00Z,2018-04-16 05:47,1,FF,A,00000,RAH,NCZ025,Flash Flood Watch,Flash Flood,Watch,/vtec/#2018-O-NEW-KRAH-FF-A-0001
2018-04-17T08:00:00Z,2018-04-17 08:00,2018-04-17T13:00:00Z,2018-04-17 13:00,2,FR,Y,,RAH,NCZ025,Frost Advisory,Frost,Advisory,/vtec/#2018-O-NEW-KRAH-FR-Y-0002
2018-04-20T08:00:00Z,2018-04-20 08:00,2018-04-20T12:14:00Z,2018-04-20 12:14,3,FR,Y,,RAH,NCZ025,Frost Advisory,Frost,Advisory,/vtec/#2018-O-NEW-KRAH-FR-Y-0003
2018-05-18T20:00:00Z,2018-05-18 20:00,2018-05-19T19:43:00Z,2018-05-19 19:43,2,FF,A,00000,RAH,NCZ025,Flash Flood Watch,Flash Flood,Watch,/vtec/#2018-O-NEW-KRAH-FF-A-0002
2018-05-28T16:27:00Z,2018-05-28 16:27,2018-05-29T07:37:00Z,2018-05-29 07:37,3,FF,A,00000,RAH,NCZ025,Flash Flood Watch,Flash Flood,Watch,/vtec/#2018-O-NEW-KRAH-FF-A-0003
2018-06-30T15:00:00Z,2018-06-30 15:00,2018-06-30T21:21:00Z,2018-06-30 21:21,3,HT,Y,,RAH,NCZ025,Heat Advisory,Heat,Advisory,/vtec/#2018-O-NEW-KRAH-HT-Y-0003
2018-07-23T09:00:00Z,2018-07-23 09:00,2018-07-25T02:36:00Z,2018-07-25 02:36,4,FF,A,00000,RAH,NCZ025,Flash Flood Watch,Flash Flood,Watch,/vtec/#2018-O-NEW-KRAH-FF-A-0004
2018-08-02T18:43:00Z,2018-08-02 18:43,2018-08-04T00:00:00Z,2018-08-04 00:00,6,FF,A,00000,RAH,NCZ025,Flash Flood Watch,Flash Flood,Watch,/vtec/#2018-O-NEW-KRAH-FF-A-0006
2018-09-13T21:17:00Z,2018-09-13 21:17,2018-09-17T11:59:00Z,2018-09-17 11:59,7,FF,A,00000,RAH,NCZ025,Flash Flood Watch,Flash Flood,Watch,/vtec/#2018-O-NEW-KRAH-FF-A-0007
2018-10-10T21:00:00Z,2018-10-10 21:00,2018-10-12T02:57:00Z,2018-10-12 02:57,1014,TR,W,,RAH,NCZ025,Tropical Storm Warning,Tropical Storm,Warning,/vtec/#2018-O-NEW-KRAH-TR-W-1014
2018-10-11T10:00:00Z,2018-10-11 10:00,2018-10-12T00:24:00Z,2018-10-12 00:24,8,FF,A,00000,RAH,NCZ025,Flash Flood Watch,Flash Flood,Watch,/vtec/#2018-O-NEW-KRAH-FF-A-0008
2018-10-22T04:00:00Z,2018-10-22 04:00,2018-10-22T13:00:00Z,2018-10-22 13:00,4,FR,Y,,RAH,NCZ025,Frost Advisory,Frost,Advisory,/vtec/#2018-O-NEW-KRAH-FR-Y-0004
2018-11-06T09:36:00Z,2018-11-06 09:36,2018-11-06T11:31:00Z,2018-11-06 11:31,6,FG,Y,,RAH,NCZ025,Dense Fog Advisory,Dense Fog,Advisory,/vtec/#2018-O-NEW-KRAH-FG-Y-0006
2018-11-11T03:00:00Z,2018-11-11 03:00,2018-11-11T14:00:00Z,2018-11-11 14:00,4,FZ,W,,RAH,NCZ025,Freeze Warning,Freeze,Warning,/vtec/#2018-O-NEW-KRAH-FZ-W-0004
2018-11-11T03:00:00Z,2018-11-11 03:00,2018-11-10T08:36:00Z,2018-11-10 08:36,1,FZ,A,,RAH,NCZ025,Freeze Watch,Freeze,Watch,/vtec/#2018-O-NEW-KRAH-FZ-A-0001
2018-11-15T00:00:00Z,2018-11-15 00:00,2018-11-15T19:58:00Z,2018-11-15 19:58,1,FA,A,00000,RAH,NCZ025,Flood Watch,Flood,Watch,/vtec/#2018-O-NEW-KRAH-FA-A-0001
2018-12-09T06:00:00Z,2018-12-09 06:00,2018-12-08T08:45:00Z,2018-12-08 08:45,2,WS,A,,RAH,NCZ025,Winter Storm Watch,Winter Storm,Watch,/vtec/#2018-O-NEW-KRAH-WS-A-0002
2018-12-09T06:00:00Z,2018-12-09 06:00,2018-12-10T09:16:00Z,2018-12-10 09:16,4,WS,W,,RAH,NCZ025,Winter Storm Warning,Winter Storm,Warning,/vtec/#2018-O-NEW-KRAH-WS-W-0004
2018-12-10T09:16:00Z,2018-12-10 09:16,2018-12-11T16:00:00Z,2018-12-11 16:00,9,WW,Y,,RAH,NCZ025,Winter Weather Advisory,Winter Weather,Advisory,/vtec/#2018-O-NEW-KRAH-WW-Y-0009
2018-12-12T00:00:00Z,2018-12-12 00:00,2018-12-12T15:20:00Z,2018-12-12 15:20,10,WW,Y,,RAH,NCZ025,Winter Weather Advisory,Winter Weather,Advisory,/vtec/#2018-O-NEW-KRAH-WW-Y-0010
2018-12-14T18:00:00Z,2018-12-14 18:00,2018-12-15T19:56:00Z,2018-12-15 19:56,9,FF,A,00000,RAH,NCZ025,Flash Flood Watch,Flash Flood,Watch,/vtec/#2018-O-NEW-KRAH-FF-A-0009
2018-12-31T10:18:00Z,2018-12-31 10:18,2018-12-31T14:24:00Z,2018-12-31 14:24,10,FG,Y,,RAH,NCZ025,Dense Fog Advisory,Dense Fog,Advisory,/vtec/#2018-O-NEW-KRAH-FG-Y-0010
2019-01-12T23:00:00Z,2019-01-12 23:00,2019-01-13T15:30:00Z,2019-01-13 15:30,1,WW,Y,,RAH,NCZ025,Winter Weather Advisory,Winter Weather,Advisory,/vtec/#2019-O-NEW-KRAH-WW-Y-0001
2019-01-30T15:00:00Z,2019-01-30 15:00,2019-01-30T22:15:00Z,2019-01-30 22:15,2,WI,Y,,RAH,NCZ025,Wind Advisory,Wind,Advisory,/vtec/#2019-O-NEW-KRAH-WI-Y-0002
2019-02-20T00:00:00Z,2019-02-20 00:00,2019-02-20T17:00:00Z,2019-02-20 17:00,3,WW,Y,,RAH,NCZ025,Winter Weather Advisory,Winter Weather,Advisory,/vtec/#2019-O-NEW-KRAH-WW-Y-0003
2019-02-24T17:00:00Z,2019-02-24 17:00,2019-02-25T02:54:00Z,2019-02-25 02:54,3,WI,Y,,RAH,NCZ025,Wind Advisory,Wind,Advisory,/vtec/#2019-O-NEW-KRAH-WI-Y-0003
2019-02-28T07:57:00Z,2019-02-28 07:57,2019-02-28T14:00:00Z,2019-02-28 14:00,1,FG,Y,,RAH,NCZ025,Dense Fog Advisory,Dense Fog,Advisory,/vtec/#2019-O-NEW-KRAH-FG-Y-0001
2019-04-01T08:00:00Z,2019-04-01 08:00,2019-04-01T13:00:00Z,2019-04-01 13:00,4,FZ,W,,RAH,NCZ025,Freeze Warning,Freeze,Warning,/vtec/#2019-O-NEW-KRAH-FZ-W-0004
2019-04-03T04:00:00Z,2019-04-03 04:00,2019-04-03T13:00:00Z,2019-04-03 13:00,4,FR,Y,,RAH,NCZ025,Frost Advisory,Frost,Advisory,/vtec/#2019-O-NEW-KRAH-FR-Y-0004
2019-04-07T07:35:00Z,2019-04-07 07:35,2019-04-07T15:00:00Z,2019-04-07 15:00,2,FG,Y,,RAH,NCZ025,Dense Fog Advisory,Dense Fog,Advisory,/vtec/#2019-O-NEW-KRAH-FG-Y-0002
2019-04-13T14:53:00Z,2019-04-13 14:53,2019-04-13T21:55:00Z,2019-04-13 21:55,1,FF,A,00000,RAH,NCZ025,Flash Flood Watch,Flash Flood,Watch,/vtec/#2019-O-NEW-KRAH-FF-A-0001
2019-07-19T16:00:00Z,2019-07-19 16:00,2019-07-19T23:00:00Z,2019-07-19 23:00,9,HT,Y,,RAH,NCZ025,Heat Advisory,Heat,Advisory,/vtec/#2019-O-NEW-KRAH-HT-Y-0009
2019-07-20T14:00:00Z,2019-07-20 14:00,2019-07-20T22:51:00Z,2019-07-20 22:51,1,EH,W,,RAH,NCZ025,Excessive Heat Warning,Excessive Heat,Warning,/vtec/#2019-O-NEW-KRAH-EH-W-0001
2019-07-21T10:00:00Z,2019-07-21 10:00,2019-07-22T03:51:00Z,2019-07-22 03:51,10,HT,Y,,RAH,NCZ025,Heat Advisory,Heat,Advisory,/vtec/#2019-O-NEW-KRAH-HT-Y-0010
2019-07-21T10:00:00Z,2019-07-21 10:00,2019-07-20T19:39:00Z,2019-07-20 19:39,1,EH,A,,RAH,NCZ025,Excessive Heat Watch,Excessive Heat,Watch,/vtec/#2019-O-NEW-KRAH-EH-A-0001
2019-07-23T16:00:00Z,2019-07-23 16:00,2019-07-23T21:16:00Z,2019-07-23 21:16,4,FF,A,00000,RAH,NCZ025,Flash Flood Watch,Flash Flood,Watch,/vtec/#2019-O-NEW-KRAH-FF-A-0004
2019-09-16T09:16:00Z,2019-09-16 09:16,2019-09-16T14:00:00Z,2019-09-16 14:00,4,FG,Y,,RAH,NCZ025,Dense Fog Advisory,Dense Fog,Advisory,/vtec/#2019-O-NEW-KRAH-FG-Y-0004
2019-11-02T06:00:00Z,2019-11-02 06:00,2019-11-02T13:00:00Z,2019-11-02 13:00,5,FZ,W,,RAH,NCZ025,Freeze Warning,Freeze,Warning,/vtec/#2019-O-NEW-KRAH-FZ-W-0005
2019-11-03T06:00:00Z,2019-11-03 06:00,2019-11-03T13:00:00Z,2019-11-03 13:00,6,FZ,W,,RAH,NCZ025,Freeze Warning,Freeze,Warning,/vtec/#2019-O-NEW-KRAH-FZ-W-0006
2019-11-04T06:00:00Z,2019-11-04 06:00,2019-11-04T13:00:00Z,2019-11-04 13:00,7,FZ,W,,RAH,NCZ025,Freeze Warning,Freeze,Warning,/vtec/#2019-O-NEW-KRAH-FZ-W-0007
2019-12-09T10:21:00Z,2019-12-09 10:21,2019-12-09T16:00:00Z,2019-12-09 16:00,6,FG,Y,,RAH,NCZ025,Dense Fog Advisory,Dense Fog,Advisory,/vtec/#2019-O-NEW-KRAH-FG-Y-0006
2019-12-27T10:41:00Z,2019-12-27 10:41,2019-12-27T15:00:00Z,2019-12-27 15:00,7,FG,Y,,RAH,NCZ025,Dense Fog Advisory,Dense Fog,Advisory,/vtec/#2019-O-NEW-KRAH-FG-Y-0007
2020-02-06T11:00:00Z,2020-02-06 11:00,2020-02-07T06:00:00Z,2020-02-07 06:00,1,FA,A,00000,RAH,NCZ025,Flood Watch,Flood,Watch,/vtec/#2020-O-NEW-KRAH-FA-A-0001
2020-02-07T10:00:00Z,2020-02-07 10:00,2020-02-07T21:00:00Z,2020-02-07 21:00,1,WI,Y,,RAH,NCZ025,Wind Advisory,Wind,Advisory,/vtec/#2020-O-NEW-KRAH-WI-Y-0001
2020-02-20T15:00:00Z,2020-02-20 15:00,2020-02-21T14:59:00Z,2020-02-21 14:59,1,WW,Y,,RAH,NCZ025,Winter Weather Advisory,Winter Weather,Advisory,/vtec/#2020-O-NEW-KRAH-WW-Y-0001
